Division,District,Upazila,Postal Code
Khulna,Jashore,Jhikargachha,7420
Khulna,Jashore,Keshabpur,7450
Khulna,Jashore,Monirampur,7440
Khulna,Jashore,Noapara,7462
Khulna,Jashore,Noapara,7460
Khulna,Jashore,Noapara,7461
Khulna,Jashore,Sarsa,7433
Khulna,Jashore,Sarsa,7431
Khulna,Jashore,Sarsa,7432
Khulna,Jashore,Sarsa,7430
Khulna,Jhenaidah,Harinakundu,7310
Khulna,Jhenaidah,Jhenaidah Sadar,7301
Khulna,Jhenaidah,Jhenaidah Sadar,7300
Khulna,Jhenaidah,Kotchandpur,7330
Khulna,Jhenaidah,Maheshpur,7340
Khulna,Jhenaidah,Naldanga,7351
Khulna,Jhenaidah,Naldanga,7350
Khulna,Jhenaidah,Shailakupa,7321
Khulna,Jhenaidah,Shailakupa,7320
Khulna,Khulna,Alaipur,9240
Khulna,Khulna,Alaipur,9242
Khulna,Khulna,Alaipur,9241
Khulna,Khulna,Batiaghat,9260
Khulna,Khulna,Batiaghat,9261
Khulna,Khulna,Chalna Bazar,9272
Khulna,Khulna,Chalna Bazar,9270
Khulna,Khulna,Chalna Bazar,9271
Khulna,Khulna,Chalna Bazar,9273
Khulna,Khulna,Digalia,9221
Khulna,Khulna,Digalia,9220
Khulna,Khulna,Digalia,9224
Khulna,Khulna,Digalia,9223
Khulna,Khulna,Digalia,9222
Khulna,Khulna,Khulna Sadar,9207
Khulna,Khulna,Khulna Sadar,9203
Khulna,Khulna,Khulna Sadar,9202
Khulna,Khulna,Khulna Sadar,9205
Khulna,Khulna,Khulna Sadar,9100
Khulna,Khulna,Khulna Sadar,9000
Khulna,Khulna,Khulna Sadar,9201
Khulna,Khulna,Khulna Sadar,9208
Khulna,Khulna,Khulna Sadar,9204
Khulna,Khulna,Khulna Sadar,9206
Khulna,Khulna,Koyra,9291
Khulna,Khulna,Koyra,9290
Khulna,Khulna,Paikgachha,9284
Khulna,Khulna,Paikgachha,9285
Khulna,Khulna,Paikgachha,9281
Khulna,Khulna,Paikgachha,9282
Khulna,Khulna,Paikgachha,9283
Khulna,Khulna,Paikgachha,9280
Khulna,Khulna,Phultala,9210
Khulna,Khulna,Gopalganj Sadar,9252
Khulna,Khulna,Sajiara,9251
Khulna,Khulna,Sajiara,9250
Khulna,Khulna,Sajiara,9253
Khulna,Khulna,Terakhada,9231
Khulna,Khulna,Terakhada,9230
Khulna,Kushtia,Bheramara,7042
Khulna,Kushtia,Bheramara,7040
Khulna,Kushtia,Bheramara,7041
Khulna,Kushtia,Janipur,7020
Khulna,Kushtia,Janipur,7021
Khulna,Kushtia,Kumarkhali,7010
Khulna,Kushtia,Kumarkhali,7011
Khulna,Kushtia,Kushtia Sadar,7003
Khulna,Kushtia,Kushtia Sadar,7002
Khulna,Kushtia,Kushtia Sadar,7001
Khulna,Kushtia,Kushtia Sadar,7000
Khulna,Kushtia,Mirpur,7032
Khulna,Kushtia,Mirpur,7030
Khulna,Kushtia,Mirpur,7031
Khulna,Kushtia,Rafayetpur,7052
Khulna,Kushtia,Rafayetpur,7050
Khulna,Kushtia,Rafayetpur,7051
Khulna,Magura,Arpara,7620
Khulna,Magura,Magura Sadar,7600
Khulna,Magura,Mohammadpur,7631
Khulna,Magura,Mohammadpur,7630
Khulna,Magura,Mohammadpur,7632
Khulna,Magura,Shripur,7611
Khulna,Magura,Shripur,7612
Khulna,Magura,Shripur,7610
Khulna,Meherpur,Gangni,7110
Khulna,Meherpur,Meherpur Sadar,7101
Khulna,Meherpur,Meherpur Sadar,7152
Khulna,Meherpur,Meherpur Sadar,7100
Khulna,Meherpur,Meherpur Sadar,7102
Khulna,Narail,Kalia,7520
Khulna,Narail,Laxmipasha,7514
Khulna,Narail,Laxmipasha,7512
Khulna,Narail,Laxmipasha,7510
Khulna,Narail,Laxmipasha,7511
Khulna,Narail,Laxmipasha,7513
Khulna,Narail,Mohajan,7521
Khulna,Narail,Narail Sadar,7500
Khulna,Narail,Narail Sadar,7501
Khulna,Satkhira,Ashashuni,9460
Khulna,Satkhira,Ashashuni,9461
Khulna,Satkhira,Debbhata,9430
Khulna,Satkhira,Debbhata,9431
Khulna,Satkhira,kalaroa,9415
Khulna,Satkhira,kalaroa,9413
Khulna,Satkhira,kalaroa,9412
Khulna,Satkhira,kalaroa,9410
Khulna,Satkhira,kalaroa,9414
Khulna,Satkhira,kalaroa,9410
Khulna,Satkhira,Kaliganj UPO,9440
Khulna,Satkhira,Kaliganj UPO,9441
Khulna,Satkhira,Kaliganj UPO,9442
Khulna,Satkhira,Nakipur,9453
Khulna,Satkhira,Nakipur,9454
Khulna,Satkhira,Nakipur,9455
Khulna,Satkhira,Nakipur,9450
Khulna,Satkhira,Nakipur,9452
Khulna,Satkhira,Nakipur,9451
Khulna,Satkhira,Satkhira Sadar,9403
Khulna,Satkhira,Satkhira Sadar,9402
Khulna,Satkhira,Satkhira Sadar,9401
Khulna,Satkhira,Satkhira Sadar,9400
Khulna,Satkhira,Taala,9421
Khulna,Satkhira,Taala,9420
