Layer,Code,Name,Parent Account,Type,Allow Reconciliation,Active,Pending,Status
Layer 5,13602009,IP on MTB Shanchay,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602010,IP on MTB Care,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602011,IP on Regular Savings Deposit,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602012,Interest Payable on MTB REGULAR SAVINGS STAFF,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602013,Interest Payable on MTB Payroll Premium,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602014,Interest Payable on MTB Payroll eSavers,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602015,Interest Payable on MTB Payroll Saver,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602016,Interest Payable on MTB Children Education Deposit Scheme,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602901,Interest Payable on MTB Inspire (DST),13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602902,Interest Payable on MTB Senior (DST),13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602903,Interest Payable on MTB Ruby (DST),13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602904,Interest Payable on Savings Deposit (DST),13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602905,Interest Payable on MTB Graduate (DST),13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602906,Interest Payable on MTB JUNIOR (DST),13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602907,Interest Payable on EID UL FITRE SANCHAY PROKALPA,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602908,Interest Payable on EID UL AZHA SANCHAY PROKALPA,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602909,Interest Payable on DURGA PUJA SANCHAY PROKALPA,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602910,Interest Payable on CHRISTMAS SANCHAY PROKALPA,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602911,Interest Payable on BUDDHA PURNIMA SANCHAY PROKALPA,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602912,Interest Payable on SAVE EVERY DAY DEPOSIT A/C,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602913,Interest Payable on FESTIVAL SANCHAY PROKALPA,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13602914,Interest Payable on UNIQUE SAVING PLAN,13602,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13603001,Interest payable on RD Brick-by-Brick,13603,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13603002,Interest payable on RD MTB Educational Plan,13603,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13603003,Interest payable on RD Kotipati,13603,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13603004,Interest payable on RD Millionnaire Plan,13603,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13603005,Interest payable on RD NRB,13603,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13604001,Interest Payable on Special Notice Deposits,13604,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13605001,Interest Payable on NFCD USD,13605,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13605002,IP on FC FD from Individual OBU,13605,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13605003,IP on FC FD from Institutions OBU,13605,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13606001,Interest Payable on SB Personal Foreign Currency Account USD,13606,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13606002,Interest Payable on SBResident Foreign Currency USD,13606,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607003,IP RTD Double Benefit Scheme,13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607002,IP Reinvestment Term Deposits General,13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607001,IP RTD MTB Buniad,13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607004,Interest payable on Reinvestment Term Deposit NRB,13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607901,Interest payable MTB DOUBLE SAVER (DST),13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607902,Interest payable MTB TRIPLE SAVER PLAN,13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607903,Interest Payable Fixed Deposit (DST),13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13607904,Interest Payable MTB 1.5 Times Benefit Plan,13607,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13608001,Interest Payable on MTB Gift Cheque,13608,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13701001,Interest Payable on Bank Deposits (Time Deposit),13701,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13701002,Interest Payable on Bank Deposits (SND),13701,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13702001,Interest Payable on NBFI Term Deposits,13702,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,13801001,P O Issued,13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13801006,P O Issued Intermediary Account (TCS),13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13801002,P.S. Issued,13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13801003,Demand Drafts Payable,13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13801007,Demand Draft Payable Intermediary Account (TCS),13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13801004,T.T. Payable,13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13801005,M.T. Payable,13801,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13802001,FDD Payable USD,13802,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13802004,FDD Payable USD Intermediary Account (TCS),13802,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13802005,FDD Payable GBP Intermediary Account (TCS),13802,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13802006,FDD Payable EUR Intermediary Account (TCS),13802,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13802002,FDD Payable GBP,13802,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,13802003,FDD Payable EUR,13802,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,14101001,Subordinated Bond,14101,Liabilities: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,14102001,Interest Payable on Subordinated Bond,14102,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,14201001,Other Bond,14201,Liabilities: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,14202001,Interest Payable on Other Bond,14202,Interest Payable Accounts,,TRUE,FALSE,Approved
Layer 5,15101001,Interest Suspenses Account Sub-Standard,15101,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15101002,Interest Suspenses Account Doubtful,15101,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15101003,Interest Suspenses Account Bad & Loss,15101,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15201001,Clearing House Adjustment IW,15201,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15202001,Provision for Tax,15202,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15203001,Adjusting A/c Credit (Sundry Liab),15203,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15203002,Sundry Liabilities in USD forOBU,15203,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15204001,Profit for the Year,15204,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15205001,Unearned Income,15205,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15206001,Liabilities under Finance Lease,15206,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15207001,Deferred Tax Liability,15207,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15208001,Employees Welfare Fund,15208,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15208002,Employees Medical Assistance Fund (Liability),15208,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15208003,Employees Provident Fund,15208,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15208004,Employees' Death Benefit Fund,15208,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15209001,Contribution to MTB Foundation (Liability),15209,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15210001,Repo Interest Income Account,15210,Treasury Liabilities,,TRUE,FALSE,Approved
Layer 5,15211001,Exchange Equalization Fund,15211,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15212001,Advance Intt. on Treasury Bill,15212,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15213001,NOSTRO Account Adjustment,15213,Treasury Liabilities,,TRUE,FALSE,Approved
Layer 5,15214001,Transit Account- Reverse Repo,15214,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15215001,Revaluation Gain on HFT Securities,15215,Treasury Liabilities,,TRUE,FALSE,Approved
Layer 5,15216001,VAT on Income,15216,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15216002,VAT on Expenditure,15216,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15216003,VAT on Other <Customer>,15216,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15216004,VAT on Utility Bill,15216,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15217001,Excise Duty,15217,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15218001,Source Tax on Revenue Expenses,15218,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15218002,Source Tax on Interest on Deposits,15218,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15218003,Source Tax on SWIFT  Reuters & VISA Bill <Outward remittance>,15218,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15218004,Source Tax on misc income of customers,15218,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15219001,Insurance Premium (BDT),15219,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15219002,Card Settlement Account <BDT>,15219,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15219003,Dispute Account - ATM,15219,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15219004,Dispute Account - POS,15219,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15219005,Marchant Payable A/c,15219,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15219006,Card Tran. Fees Receive (VISA),15219,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15220001,Card Settlement Account <USD>,15220,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15221001,NPSB OFF-US ATM,15221,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15221002,Transaction Fee (NPSB) Debit Card,15221,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222001,Agent Banking Utility Bill Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222002,Agent Banking Utility Bill Commision Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222003,Agent Banking Float Sharing Commision Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222004,Agent Banking Loan Reletionship Fee Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222005,Agent Banking Cheque Book Fee Comm. Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222006,Agent Banking Transaction Commision Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222007,Agent Banking Remittance Commision Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222010,Agent Banking Parking Account for Maintenance Charges to be shared,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222009,Agent Banking Parking Account for Remittance Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15222008,Agent Banking Debit Card Fee Commision Payable,15222,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15223001,Outstanding Expenses,15223,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15224001,Bonus Payable,15224,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15225001,Gratuity Payable,15225,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15227001,Sundry Liability (Trickle Field),15227,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15228001,Cards payment received in USD,15228,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15229001,Cards payment received in BDT,15229,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15232001,Parking GL for various purpose in USD,15232,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15232003,Parking GL for various purpose in EUR,15232,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15232002,Parking GL for various purpose in GBP,15232,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15231001,BB Imprest Fund Parking Account <NRB>,15231,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15230001,Executive's Car Mnt. Exp,15230,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15226001,Share Money Deposit Account,15226,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15301001,Provision for Unclassified Loans & Advance,15301,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15301002,Provision for Classified Loans & Advance,15301,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15301003,Provision for Off-balance sheet Items (Liability),15301,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15301004,General Provision,15301,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15302001,Provision agt. Investment in Securities,15302,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15303001,Provision for Other Asset,15303,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15401001,Accumulated Depreciation on Immovable Property,15401,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15402001,Accumulated Depreciation on Fixture,15402,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15402002,Accumulated Depreciation on Furniture,15402,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15403001,Accumulated Depreciation on Electrical Equipments,15403,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15403002,Accumulated Depreciation on other Office Equipments,15403,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15404001,Accumulated Depreciation on Computers,15404,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15405001,Accumulated Depreciation on Motor Cars,15405,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15405002,Accumulated Depreciation on Motor Cycles,15405,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15501001,Profit and Loss for OBU,15501,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15406001,Accumulated Amortization of Software,15406,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,15999001,Miscellaneous Liabilities created for Migration,15999,Liabilities: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21101001,Cash with Vault (including Cash with Tellers),21101,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21101002,Cash in Transit,21101,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21101003,Cash in ATM,21101,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21101004,Cash in Kiosk CDM,21101,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21101005,Cash with Service Provider,21101,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102001,Cash with Vault <USD>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102002,Cash with Vault <GBP>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102003,Cash with Vault <JPY>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102004,Cash with Vault <EUR>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102011,Cash in Transit <USD>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102012,Cash in Transit <GBP>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102013,Cash in Transit <JPY>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21102014,Cash in Transit <EUR>,21102,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21201001,Balance with Bangladesh Bank,21201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21201002,Bangladesh Bank- RTGS Settlement A/c,21201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202001,Bangladesh Bank FC Clearing A/c (EUR),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202002,Bangladesh Bank FC Clearing A/c (USD),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202003,Bangladesh Bank FC Clearing A/c (CNY),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202004,Bangladesh Bank FC Clearing A/c (GBP),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202006,Bangladesh Bank FC Clearing A/c (CAD),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202005,Bangladesh Bank FC Clearing A/c (JPY),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202041,Bangladesh Bank RTGS Settlement A/c (USD),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202042,Bangladesh Bank RTGS Settlement A/c (GBP),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202043,Bangladesh Bank RTGS Settlement A/c (EUR),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202044,Bangladesh Bank RTGS Settlement A/c (JPY),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202045,Bangladesh Bank RTGS Settlement A/c (CAD),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202921,Bangladesh Bank FC Clearing A/c (DAD-USD),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202922,Bangladesh Bank FC Clearing A/c (DAD-EUR),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21202923,Bangladesh Bank FC Clearing A/c (DAD-GBP),21202,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21301001,Balance with Sonali Bank <CD>,21301,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21301004,Balance with Sonali Bank <SND>,21301,Assets: Office Accounts/ Cust Acctts,,TRUE,FALSE,Approved
Layer 5,21401001,Balance with other Banks <Cont. Acctts.> BDT,21401,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,21401002,Balance with other Banks <FD Acctts.> BDT,21401,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,21401003,Balance with Mobile Wallet,21401,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21401004,Balance with other Banks <SND Acctts.> BDT,21401,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,21403001,Foreign Banks Nostro (USD),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403002,Foreign Banks Nostro (ACU),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403003,Foreign Banks Nostro (EUR),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403004,Foreign Banks Nostro (GBP),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403005,Foreign Banks Nostro (JPY),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403006,Foreign Banks Nostro (SGD),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403007,Foreign Banks Nostro (CHF),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403008,Foreign Banks Nostro(ACU-USD),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403009,Foreign Banks Nostro (ACU-EUR),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403010,Foreign Banks Nostro (AED),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403011,Foreign Banks Nostro (QAR),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403012,Foreign Banks Nostro (AUD),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21403013,Foreign Banks Nostro (SAR),21403,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,21404001,Local Bank Nostro <USD>,21404,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21405001,Interest Receivable on Balance with other Bank <Cont. Acctts> (BDT),21405,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21405002,Interest Receivable on Balance with other Bank <FD Acctts> (BDT),21405,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21406004,Interest Receivable on Balance with Agent Bank <SND Acctts> (BDT),21406,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,21405004,Interest Receivable on Balance with other Bank <SND Acctts> (BDT),21405,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,22101001,Call Money Placement BDT,22101,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22102001,Call Money Placement USD,22102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22102002,Call Money Placement GBP,22102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22103001,Interest Receivable on Call Money <BDT>,22103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22104001,Interest Receivable on Call Money <USD>,22104,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22104002,Interest Receivable on Call Money <GBP>,22104,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22105001,Term Placement,22105,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22106001,Term Placement USD,22106,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22106002,Term Placement GBP,22106,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22107001,Interest Receivable on Term Placement <BDT>,22107,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22108001,Interest Receivable on Term Placement <USD>,22108,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22108002,Interest Receivable on Term Placement <GBP>,22108,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22109001,Short Term Placement,22109,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22110001,Short Term Placement USD,22110,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22110002,Short Term Placement GBP,22110,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22111001,Interest Receivable on Short Term Placement <BDT>,22111,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22112001,Interest Receivable on Short Term Placement <USD>,22112,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22112002,Interest Receivable on Short Term Placement <GBP>,22112,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22113001,Overnight Lending,22113,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,22114001,Interest Receivable on Overnight Lending <BDT>,22114,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23101001,Stock of Prize Bonds,23101,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23101002,Govt. Securities (Encumbered),23101,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23101003,Bangladesh Bank Bill,23101,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23101004,Repo Interest Adjustment,23101,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23102001,Treasury Bills Held for Trading (HFT) Reverse Repo,23102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23102002,Treasury Bills Held for Trading (HFT),23102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23102003,Treasury Bills Held to Maturity (HTM) Reverse Repo,23102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23102004,Treasury Bills Held to Maturity (HTM),23102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23102005,Govt. Securities T Bill (Encumbered),23102,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23103001,Treasury Bond (HTM) Reverse Repo,23103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23103002,Treasury Bond Held for Trading (HFT) Reverse Repo,23103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23103003,Treasury Bond Held to Maturity (HTM),23103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23103004,Remeasured HTM,23103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23103005,Interest Receivables on Treasury Bond,23103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23103006,Treasury Bond Held for Trading (HFT),23103,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23201001,<Private> Equity Investments,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201002,<Private> Investments in Debenture,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201003,<Private> Investments in Bonds <Corp>,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201004,<Private> Investments in Bonds <Sub-ordinated>,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201005,<Public> Proprietary Investment Portfolio,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201006,Investment under Managed Portfolio,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201007,Investment in Mutual Fund <pvt placement> Open ended,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201008,Investment in Mutual Fund <pvt placement> Closed ended,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201009,Investment in Preference Share,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201010,Investment in Zero Coupon Bond <Corporate>,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201011,Investment in Commercial Paper,23201,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23201012,Interest Receivable on Investment in Commercial Paper,23201,Treasury Asset,,TRUE,FALSE,Approved
Layer 5,23201013,Interest Receivable in <Private> Investments in Debenture,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201014,Interest Receivable in <Private> Investments in Bonds <Corp>,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23201015,Interest Receivable in <Private> Investments in Bonds <Sub-ordinated>,23201,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23301001,Investment in Subsidiaries MTB Securities Limited,23301,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23301002,Investment in Subsidiaries MTB Capital Limited,23301,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,23301003,Investment in Subsidiaries MTB Exchange (UK) Limited,23301,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,24101001,Auto Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101002,MTB Home Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
